plaintexts,ciphertexts
89776666,f67b5188275aa80c
6994A856,66bb9d66d0c25b07
97698578,4dd690cf70377ece
7A746665,7a9d049c1292f318
876798B8,aae8d76c2566982
78769976,e99c2589353ce2fb
3627A747,e2d18e3bd546d39e
68896687,cb153d8f1686e878
68898867,5f8e4f3f89460d4
8A866667,67ec0045b546f71a
78A96868,cf48529a444735a6
98586676,8c21f8ffc886eb85
98586649,e17868d9fa60bd61
67956654,24999ac2fee5ca81
967A8579,92db49e5fdf9dc15
57775665,e27958cd505a8beb
76686677,d8c6c0d5f96cbdc4
836999BA,38cda5601ddad43d
75795555,d2eba37ffd5d037
77966685,42b70a90d2238e30
88877677,7d85a171efca18fb
877485A8,5cd6542bbb2f3fc7
66784976,a7f0eee2bb69c00c
86548696,5d2e5d650902472d
68777865,5140c30f6fcf5fa8
65669988,3c0229a4bcc0321f
79767867,256f1192d4ec28c6
78848857,4cd5afdd6379c882
7A789558,86c2a5ddf302e6c
58695868,20f4632969f1805
57498785,f95e74508f0b6e1a
76556869,fa2210c437100289
6786A968,488431d39179e61a
55849588,d469b5771287e9a7
86776476,8b1e725367f4a221
86478685,7f21609cd7ffa667
665A6577,d39b4eda7a718e7b
867A7758,4636d01708b83cf7
57777889,d274b4468037f020
75669B57,cab8d5cc4e279b6c
97B87558,c7f51f4bb01c8d01
84878777,3e8e5bf4e80c2f60
86668877,2bfc5be1a562a9c2
87578969,99289759b359ab3e
957B77A5,4cd263b2efa2beed
5768886B,5deb275cb6df425e
78668756,6d0f4de572ef7a25
685A8685,e02bf92c03273b76
56876866,e19c392d8e7f737a
77676877,f637252c287c2ee6
7778A795,9e93df39f3964f74
65985A57,606d7257267287ff
998A5568,5278f519e360c4f9
66A66585,2a0c0ca4e53b7a79
6655874A,5dac87a04e267695
78976756,2291dac2a0f2f613
79756576,bfa248b06d50846c
685A8887,180c9f3ec65d3a9f
79A77876,54e11c6845d5ca98
77777787,c720d0c9af09aa24
89878797,b8880ed3f7fd1b52
76677899,14209ee9c0130290
97796A68,51362cc3fc0a225e
5677B966,f1b3bd83fc3fefc6
7688676A,419ce54f4224bc6c
7C77797A,21850a869e553608
8A687975,3d7d30733d781ac9
736767A7,a8f16334cda5f2a8
77766548,6fda679e127fbc34
675A7877,574547096f462a59
66786774,f49cb310a06ca2e
77595788,594a40c04435d316
75787557,666e929bbbea485d
8668857A,51e0619ba5d25fa8
69773887,2f29a205bff2a45f
86895378,90098768b483eed7
74876877,dc776a6eea8d46e6
B88A8686,c903771755479506
7656A498,96fcc9635757d516
88896686,c6bbdd690b16d527
75A88865,5386b44980069c62
7878768A,f33a0bf31e93e40a
87958578,9e66ba42b879dea2
86576688,7ce69dfaf51a1e6b
96777867,ffd556f39dca322e
37687868,35ffb38533eddee8
97997785,8c9727bfba1176c5
775676A8,be08e25875dad8f5
69678568,ef43a18189c03bf2
86678868,c872966ae7a1be64
68858877,d26d06bb90a372ac
576B6429,bc85e99fa2066ba0
78548888,134b9dadfdfa827f
87566865,9e2e2b025907db6d
77657779,20fdb2ac4074ac69
83689796,f764bc03b6b9045a
677775A7,1cbc49a2da342836
88767467,48355191158b427b
78969677,ce016a2c3e658d63
8536D787,e8e1d7226e053de2
97788957,69569743a0e0f429
878B9688,11f399e63e8b2d07
A7788A49,d31410fc3fc5f634
66474787,c8e9a72a82eef31c
77776886,90be0b929ea754c8
5A7A9949,3a2f18c50c436a1d
58586955,975784cd60667e45
65749A88,a09da8a4b0822416
83867687,167104a97fb5344d
79579969,11fedeaa0d9481ca
78847866,ffe971b9e43eb41a
57677974,e082b4f1794479d0
9A857766,38c315410c0fe460
98887766,54a189faf7e0d37b
A6787876,36d50ec16ade1256
768B8789,40de267f7ad20bc5
69677789,9d6e0c279144dd3c
66969659,923aec494fcb3898
47667688,8891d4d92dc4d245
77746688,139aa76020b326b1
78536774,e396c7276accbe71
56475886,d34c0c26aee710d2
67355747,acc829d13d53c0c6
86645678,42be8a374e6bd0e0
48578885,2c77b41d28d2256f
65587968,4c6fefe789038d5
75879687,27709624b3c52164
59857688,bc3f03672a6255b8
98679567,b5facf3596248945
66777884,5aa29074bea60910
76546489,edf2363ff2df7bc0
A7666688,55f2bc9b4dc7049b
56957986,e95190272e9fe1ea
67679778,c13db68eba2a8620
77599697,aaf491f92cca68b1
58666878,7c9420bf68c05b5c
66867777,150d42e219832214
A5466A87,9ae1958616dd8dbb
8986B694,b3d00f10bb0bcb1
77778856,e0d549a24f6484e6
67648378,4dca26144ef07964
77876776,ea32f38dc5983493
79865878,72ceba26abf880c7
A8A73A56,cdcf585edd29d0c
63778A69,4578c0f396921404
87A76658,c433fc66c563aa18
67746974,b99ab719da65e1ba
47776865,5dfce0967f84186e
96676876,fb378bddc207a3da
A7579A96,8f271ab49786d759
A8747776,90d3cf37e8920a17
86749648,ff08c1283054990e
A7678878,c1b7ebd02a840fc8
57759768,686e004037aa96ea
7776967A,5383ad951f81f213
6988D676,6fcf5994fe94182b
88974666,a37c41f1da4291a9
57689775,64c113d6cf8ee21d
A7776787,85953ddae153f203
75765589,f7cf6ff36030d8ef
67759886,deab58d2d98ccbc9
78779774,de86a8229432a763
97878864,6615a89943ca77a3
68878596,498e158bcb23276
77894877,693ac6068eea67fe
856789A4,bf6f05fe04bf1e4c
867C7676,3a48849c304a76a2
67694657,b14e31ca2f414097
867A86A8,43298d5b174668e5
95778699,6b5ee0a0cd02c106
78668848,dada2428f6291eba
67687897,c5209bebaa615510
56956987,1f1f7785c2e411d9
9857B75A,6a28a80c81b0c246
97697765,425dc707ef352245
75644687,c8e71ada14207537
8947A877,7558fb2b0520c54b
98B75477,b79c184f61192069
36373578,e07e23267807a933
66768A75,5eb61fea36ab466f
86782A86,c999d02f1b87446c
58356967,2e6d3b061166ccfa
777678AB,e236c4be59f0d802
B5869885,23f334d1016e6b5f
78778977,22521d9f154250c2
986A7764,be3d4286d483df1b
957A8967,825281eb39f865f2
67968775,27ea1538ded9b920
87856595,462a056d9022b61f
6A576859,d4ff0cc2c5558713
48776B85,a6ad39faf06b6158
96578754,b867446e1ab7788c
7668B986,5adaf2a3fb3075e9
6657A678,fa8f3f942f4d9b3
49665674,8606d190d49228b6
75768677,be282c3519a52d42
779AA547,9678701c67f13b64
88666A89,51609e0f057a754a
64667677,7406d990b4e1a065
57699748,393b1b7a37b0b1f6
77A88A45,38fd479efd4bb2f9
B9676757,aee69647bb0a7fd0
68948757,a94a325af1653826
76877576,528ee1e38925d5ba
85489598,36aaee6fa124f234
58A6A988,3f2e46c18daeb93b
76757786,fbb614c3df253ca5
68685676,dcf82d30eb21870a
877845A8,19d92b6b0f011951
48788A87,9448200b68e9e0ff
788AB876,55fcfecd3a901325
58B9888A,68158035f47cb3d2
A7866768,476dc24cd7140a49
67988779,70ab6fd3a5a93f19
46678367,c195e9f442c5dfe3
77556876,36638e4e157353e4
86686887,98095eb6c661f5b7
78785576,7664eb705642a00d
8B755768,adc080784a4c035f
87767927,5aa5215a96d58e6b
99676857,e06e1e40f1230ef1
68755869,a357146aff113835
69778756,b3ae83e397303025
76543595,f5fc663dbf5acc85
46779977,34800865bbba563d
6A875869,f72f7e4f8acfe0b6
76865646,dbd231df342dbb88
88745987,4bfdc84752ca7cc3
79868786,ce9091418013108b
699A8998,adb891b7b848c85e
757A7566,ad8f89ee813cebe3
88A76879,1f1dfb533044e934
67599776,13dc0db22010e560
69767956,6ccb967f93ebe0b8
76765588,6547c948c7f30f72
38879557,d5d1c1630b18843e
97858786,e6868547f51102f5
A8467876,627644a95d1c3bdc
63767767,87fd3b81fb833492
7A6687B6,41ee20ceeefeccae
88676886,9599d09882749d4c
76887698,d1b403dfed349ee8
87976976,6ff62bf0b4ecef23
A8387655,6906d4b3f8383c80
88A85795,32798ef4c90b4923
487A9877,94794ca3b92824cf
6946767A,bbe2d143b19c0ee2
48766786,3ca0d16648cde1b0
65967968,1dac73804ec8084
67669786,6946ba26926c24f3
8877D575,d2fe117f4b774c8d
86547856,1388ae15d2e2a7d
678A6694,e9707e101e8feee1
78687778,4756a50c110af551
78A98977,f83bb8b331252c83
67677887,cdaa1834055abd75
69766857,f38a0533ffa8d4f8
79775669,ce3cbb038f924a69
88979788,215f51064c1dd009
78576877,43d6215860272a69
76959777,5ce634ace38a4c3a
78668767,e462a2299a33a0a
74756888,58c26af232c4e16
77589867,fdfc1dd39f79799e
75688677,2e11a7cba314945e
58769787,24a1e1f124ff82db
77668875,7f3703fedc268f35
66887884,74f11370e5d359fa
88866475,ba9411fedb339ffc
65887777,977a2a232abb50bb
26A68588,31e09ef6f892b853
76699567,60a31e8af8e52e40
65848767,19104f901d122fec
95567877,9112404500c10049
4986679A,e0f2793b6a9a1c7f
685976B7,5374195d590a11e8
98775598,704a21c086b4bbf4
94543878,92b45fe6e52fc594
8A697989,8ebf4fcf07dbe9ef
77877769,ed340ce9993427fc
B8886796,d6203ebedae0eb09
77864786,3bf607f080a1b055
88577859,5b441e8827de030f
56486789,81443a1ada61c371
56567A89,b3a63764425c135f
A67A7567,b68cfc6a47a957e4
63666985,a72957b99beb78ef
68677186,8a76b6c8f47f020e
A5684889,ca9fb20f8b93315b
68976787,3dbe0d9ed7cd083
5989A667,51022938d30d71c4
77799985,b34bade6814de809
A5976765,d341fc1e925d460f
97955677,b8ec24c3c444418
77676589,487fd2b6554b9275
57785868,88e20079bb601db3
68577678,9ea55420740e0066
68766769,9dd8df9fe4d046b2
78566878,95a95cd75cfea5e5
767A898A,facdff5ef3f70d80
8864A6B6,de4358b0c4533b6a
9B886786,a8d3a3543b601f5a
77667959,bb0f550fbf06fe62
7B676958,316101ef7e118b51
8B799675,5afc9893a60b3f18
96947995,387cd3c7f139d9d1
A7878568,25883c2dedeb22ce
87477785,6b58afaca8129b39
8469A494,a54363e6debbf047
9A797877,dd27463d19782af4
5978777A,edc5e62efd10b0b7
78767798,4a2ba6df196d783b
85686764,a39ba8d34a3a6823
87887578,1339928b0e0a346b
86765589,dacb9acc835e5d3b
88679697,8b28c530f4f7ae3e
68656867,a7b88bd6251a5b32
677A7478,b1ebed9bd61ea335
87588875,324a72818563b83c
87888777,7c43b47cc6006f1f
477A3665,65a90ad2af0d11f
84677758,f85a66ffed995322
86766978,aa9c14f1bada63d6
7A697777,78c3b9a3a8efd149
78888387,575ee8ad1d933bc6
9B865A67,f32072fedeb653d9
67676556,b8c3b3075a056259
75579886,271ea3047f0b631e
88876668,8f34dd14b1b69170
67879747,9236d307e0a0261e
5977688A,11115fae40e2ee0
86576668,5e295fcc5ddfbc8b
76666796,a73bf787cdfcdf9e
79548766,45eb6a532481ab2f
88787996,94292860ec3dd803
89976976,4bb4bbfae972ea33
48785585,e1ea0ae1257170ee
88776774,9849054eba649d65
67686575,18f2c3ec29f6d20b
9A765586,e1759920be61163
87769768,f5e6738270b04f8d
556B6758,8ef503ebc07c302e
84679787,5f6d8be4e36f596a
46777546,921566d4a93cdc83
8757A939,dcb306f5a3e9b308
69768866,53da78a17b01154a
A7789567,5467f606e87f6cd9
69664577,17d1e7e4bf6e78d7
87866967,a0a8e121601c2af3
86978896,94a54bfc5ad37638
57847757,7ea86fea066e17a1
68947638,42de4eaeaa23e55c
6586A967,218d7b998cebdbc0
88685565,cc431941ac68fdd1
5698A666,2fb148b2ee988e9e
58777778,a7fe2fcc581f006b
96954585,137598620f5abad8
568688B8,b9068184b626101
58595868,57780e41c6f73299
8647B876,dbfab1ac9d458ad4
586A8777,d7cc40f8fc59834d
78688667,57b1c5cb9b9c6d3e
56686885,389fe3822f60b97d
79688679,7d31bd06fdb5cccd
65676496,a51e90dd5e18c8e9
A9749779,184d73468db801b3
87696975,43ad5b52bf56c039
97778589,b850a5e37b62a1ab
76755657,1bcb157b6ed142a5
86597668,ad3a32b76e44dcdd
47655897,e0a78d8eab5a37f7
759774A7,4c5da432cdf1416e
87766968,e3135f7df357b370
86687787,8a0d12ec3ff2be47
7867779A,ca484e082732ee85
97785866,84a3f2db7b5634c3
76768667,f4deef37fedb0eec
9A764665,70eabf028fc291e7
775465A9,835081d7bdc1393b
67575977,4bc55fad77c316ae
66794457,62ea0e0add3dcee6
95886768,516e7ebfbe9c529f
86846666,d1a541182bc4412c
77667477,677ac34803386cf6
87797877,1c49ef6d164bf6c4
66977858,f893c4ead3202f11
69579857,244aa703d9fe5734
75869888,2de0de08ae6a5f0f
79476978,ca3a3a48391eb951
99666A67,922fbf76b62bfbc8
77475865,98eccaeb39d99afd
77A77599,cca5f1f2aa34cd42
67667777,7df5dacfabc90c22
97857697,79e365e23fedf36c
67568778,a36be0dd79f1fc5
A5868655,bb71c426f4ef7466
85676998,2d39da3bc3869ac2
83976797,20f71bb3e05cae5b
A8438999,b1f3a556f9afc7db
76677787,9a46827d3ef15ea4
8657A59A,3018d5f237e56b4
76667967,11c5036aad59e6c7
98596688,7fdc2cf8502069a6
6745787A,316c6e5659b7d099
869A8688,e87137527cf3e380
86648598,fa4a1dcf112932f6
87576968,908b7bce386b680b
95889589,a80eef5ad25d12d5
78674867,3594f5ff162440a8
58657758,8d421eda3e5b5fc9
7867A688,2664f40638cd321f
68757476,29a2a6386add6b90
55378787,a538c3631f829bf3
67769668,7f704f0cc9802b93
78677668,5bab8c5420cb1b4
78778467,10d088972d05190b
787B5968,2616d1b818907d1f
66979976,62e96a0f2a53167a
88768855,bb463d65d4a0efa8
766667B9,7f2bb4592b2819e0
57547877,a2fc4663971a8f1b
74666986,228e2badde4b9c75
85768895,b5d8b82cdb1392a0
75A48A57,3340eb05e5b8e0ec
98865647,c4db54678159b1ea
59697587,43057d742b647cea
B7865568,9847dafb48edfa6d
67486575,a6e33127d319860c
66968787,7e5686da598f6e8b
5876B687,7235c38f02d0e183
86859686,c6db9a1e6ef8d596
57798668,a510964c79048e2b
7596A857,a6cff1a2ffc8bb21
9759B66A,8c9750c6aa3b71f0
87768767,e5b0f2cd936cd3e6
48769877,f02ca268ba3a5fc9
69556877,d55689353878e17
76685855,72c804ff63ef88c
4657888B,237e9590f5663d4
456A5884,2354d3157662762b
77685885,19e6ba2a2b0a4cb5
77446685,b64bf2a6fe7a2a11
878A5877,bebc05ca2bb16ef7
48887686,aa846c140cc29cc
75947979,92d1363c9cdbee58
78676687,a3d6b7d3937f3b47
8A648A79,621bd54e01f814b3
696A7866,75baad3026cb1467
76775567,ed00e99a50caaf1
78748768,34cefa73be2e2b28
74867656,3a7c86fe14d85d74
76876677,7e51b7707c4b772c
77778588,b85ddb47a6a86463
A8896468,53d407e59f99cdab
9A87A866,41059a44ba409ce2
65965596,aace0027e2d00c68
98867997,aae766351ba06b94
87896879,73dce5aed1c23575
95A58859,bdf805ed9e0df8e8
A8697678,c8c70f5b4bd5c16b
68A88976,171fc9571464fc9
66796966,23618270c26d7833
87988856,7b3a3bd74d790a7c
987B7567,f46eab1ac8716ec0
757767A7,89cd511c286bc419
6A8A8876,d5450e2cac8ebbf6
99868788,6a3fb51bf3c5ac9f
75688497,1c4f5c9dbc4157
A467A786,6d9e6c15e9488678
7975A665,47839ce2fdd83185
75677765,ead586770b962cec
77988757,6506639621428ea2
68776659,e655f499e5035463
78589979,f08ee8e86fc85de9
88757936,bf7f046c54fd652a
96879586,66c16a03dfe9f135
76697877,b0fd3d3d3567c7d1
697977A8,316b5f1b6c43b1c8
76677977,2c6b2da819309ca6
78966A96,fec8ab8f06a0f0ce
77967B76,ec3cf952b5ecc8ea
65676877,687cd064e45f66b9
67574757,c52cf4870e3bccff
883479A4,473d0762f9c216a8
8836767A,fd50d8c01e5a17d4
98857868,849a7f155749b0d7
45678459,28f50a2e41ada424
67687776,33f8db28c02bf3a6
86757A98,96631ea8a39b2f58
88665789,52057ac50c5cc4ab
66886668,403bbdc038a66e31
86878476,d8260dedc5fd557a
77967699,5860133003ec260
7A67787A,ddb46062c3e63b65
65574977,6d8f45e2ff280932
76598476,815277950b7363d6
478587A8,332bb5cf54295594
66597577,a4f63f895424e77d
67567667,6690f3a3e2efa89b
66797669,2137478e28e40152
86658987,e193cb0e2cec3020
67567689,198795aa182e8e75
67A8AA57,60c2ca8b371cc5ff
89788857,8e62219226ae9671
78875699,abb9ddba17b35da
7684A777,aac8dcfe19d9fc7a
64484877,235d7ea7b5bf2afa
88698677,6e4cc55c38456a6b
85677A87,1e9b34319df10532
68799855,5df061d9edda4603
56779767,f987d499aac61115
A6756867,a70fd879aab491ba
79876566,45f062204712552d
77699667,48b3b91cdaf7ccea
74689646,c9b51ba6d8aabe86
78786988,1a90401b187494ce
46567B65,1df8ea9f05cdd208
87778978,63820f3ad378e950
9477A897,fa93d7fe5d3946f0
67686779,81fd460d0d60b80
A7777689,8a0417c68e07a54
578A7878,158ce77159411f3d
398878A6,2720b3975e5d6cd1
A5566555,633a9e05b7f1a004
86886577,12615cfbcb3c1147
66799985,aa4ed315ded6a400
77689A98,bb437ff0c85cd8b4
B7659777,9f5ca35535a883c9
77663677,802cc9dc5f3835d7
69587655,3bcfe429ffafdeee
58555685,25c8106ff025b533
845889A8,a271d879e04774cb
786A8897,5aa0d9ada24325e0
78777686,c01bb53e30acd72a
86446776,61688b8ec61d7f7c
7B697576,916e071a5e85d0b4
9465488B,5126b629d17f2265
95668A76,760db6881597bcc4
58565568,58e1b20b18ffeccf
95778798,4131a6b430f6f6d2
79666766,ac721d179ee6387f
79974885,58d4064989b7a4e2
97787648,59313167d3dd0a93
45767949,adfc785a7727221
97795588,2f08bb3d7513d699
76568785,c3ca106d59c5ce75
84578759,670050bbd322e597
68958866,6d2c8dd2693f2df2
687799A8,42f77c7fad384499
57754867,2cc918975b9e062a
74668767,534e49288659258f
66676689,140e5dae3441cc13
779678A6,c8e4a2a57c9f9060
86755668,1f7dfc79ac637540
96877A78,329781a9b17f921f
8876647A,333716c5d72a4195
55993767,6e094a411953914f
68857887,3135139d519f04ad
67888988,5918261d5696a622
79687679,25df1015dfcac922
67677886,264f553d42c81e6a
67886599,d8ef93195624efbd
686A7587,afb7309dd4618855
87977877,72f9ddda530cdc94
68998678,6a68f9e48541e8f0
76797979,3031ddc33c528713
37644875,20c37aaad078aa41
6685597B,28656c1c788e20c5
77768688,c5c0f9768d3b5476
86488756,2fe10e75c93d0ff9
99765585,97c672206043b61c
88689966,7adb2d33b4b2dd42
67867867,be43ac3652c1d656
A7775668,bda6571297ac157b
77387777,a785af66fc6ef9f1
8869697B,a57c4dc3e601ef5f
A8768778,76d6b92e7460ac13
55479786,f8359f1e13a8261a
78467968,d7cf862b0eda9580
86669876,12561f304223367
87878786,95c16e64a527dbf6
57859447,bf0617286c0f91a3
66687777,b99e631bd61aaf99
89666785,59731a04c7aab3f5
87687986,619bf8059b663029
95945677,fbcee362f2627f80
77989686,e3743fcd71e7b5f6
777567B9,2e7aae9ef77a0ac5
79889778,649c1bf7e9bbb5c3
87798965,d5ece261aae61765
775566A7,9b8d6a884397319e
75957888,696e2357721be071
8799795B,27c6fc373ce7d9d7
7A776874,bdd83579ba753ba4
57667778,78cad3faf1b639e0
98578658,b96f33e62fe7f239
985B6888,a3af68eeb330404e
95977A97,750c7ed530ae5c55
95A58578,5f1a535ac02a2a61
69A87866,a682e57935a53c02
87689589,bb64856786ad1c75
89877588,4745db040232520
57898758,b3b419a1d4a3a5e2
95795577,1cfd9a24b0bc8e0b
8758766A,bb078c1af2ddea7f
87875769,2b6110939ff3b5e6
77967258,aa7d0fd1f5bbc6dd
75966987,4d5b60c57f8620d7
665686A9,53e19a713ac58301
78496766,e156a2a3aaeb9cb2
8546867A,c93ec58110104a19
65979795,9f3d03b91a61923e
8756A877,932f5cac23e5471
6566B775,f7fd449fad685e66
78787687,bcfba5cf9f6d1d00
99A69876,26eddd3449c079d8
76667687,a211227d55a5efaf
6B769869,61c41e33ceda768a
88656897,f198c8060b1db32a
87776857,fba395b1cb947200
47533876,b6fa67747ea5abd8
87883799,dacf8c1f1d5285bc
67789988,74496c4721686bd4
66799965,b50a2ff80bbdc117
59877566,7770d58a5ca618bd
88769C87,330a7cee19d9566d
74977859,8f450f2e0e011cc3
77788876,2c8093802670a3e1
59779456,4a97bb036e8036b4
76986A63,7d2d039819360c1a
76966458,6a1f68606bf18bcd
99785A98,effff14c559b0aa5
76756647,980f046dd830612a
A6767885,d94a5a8c3c4e1f7d
88687549,e28d0389ea78c826
78798676,59098828e56bfe01
65578559,eb687d6691ed3ec9
97A98678,eb52beb9f8ba54dd
67A77946,b144f64405b64d73
79A87875,83df34cd935e35a3
68787785,2ff5cd855a4f3fe6
55647958,371afcc6d8441aee
76689695,44168f32c83d8156
9A577587,d1fd6a1eec8b5b13
49978675,8bc66ad17df8da6e
56576748,ad0d94b736872920
56769967,9919c97665cfef10
67688769,eedbb9a512abc040
76788857,6bb05b58959b1300
6A7A4756,13d7f4a0e31d8e65
68861A87,5b0f539794cdf580
87577855,4b8b14a9b0d421fb
65579796,a374a761f24a3614
77468658,1c6fad001ec61ef9
A8694479,8b78a6fa3b395888
66778687,86ad63846fd5d299
99868768,cd1772a3fe49fb84
57689479,bbcd2ca6f72c9422
58798887,20668afc93afe27d
A5685765,ad06fd5344838aaf
56897837,b496bfbeb6a812b0
57789769,be8e5557b9ed85a9
88756666,ceb6adf74444a5ef
A7666797,a4790580eda8fe2b
77794657,88ecf61ad2dfb3e2
797A6788,44e3e3a7e082c1a7
98787657,a6f7f65a64a796e9
97888768,822f3eb527f8f1f9
75855758,6f1babf61ae818f9
66479557,50d3c680cbbc28d5
58989678,d46047f34e69b253
97366635,dc5d2e4579be5d5e
8887878B,5ba839e35ddcb0f0
7856876A,7553ebadc8ccb5df
66747795,bb392f41adcb9078
8797A688,5669f4524f60179e
57667577,a988a3f1ef39f784
55687568,662d8fa4234ad431
46667868,d4de3cd6b2bb916a
69776775,1ae480b653b5712a
66586667,56e1fd83b69631e
9B85888B,a03f1ef1c9ad6da5
6876B76A,b7ebd0dca4924937
98996565,b4e4d1f27c355c10
89969797,63b94f2282127425
87658478,17c23fe787961a38
57969896,a5c3aeac6e0fddfc
65755565,b3bee896f978cd7a
76657576,97e7eedf47955c06
5785B79A,4dcdb6ee505a9279
76898684,74867796ce2dead6
696764A6,12679184cded6e82
88664577,297d54280c30a3fc
67969A78,37c5e17bc8c82895
5776A787,6b7026695f408ed3
96875687,5b6aa48c8e77d73d
65497787,a67c427d16b2653d
AA769866,76d7cf501c6c0b69
87576494,eb30fae9801ee2d4
A9977586,72eb9a2a31609459
59686668,4557512c742a47ee
99857569,96495903d491844b
68967958,e61abd992a0f0055
A897789A,62fc2e8480e0f6cc
77679557,f4a887481650ee90
586A5767,4af23dd0afe124b6
99766667,a5b7a5ffffb1ea01
65587775,969a92619ae6161d
67967799,eb298c94b7717fa7
65758868,74adbe23b2e69502
48598855,3ccaaa7e73854939
76658878,2ac8e6b1fac1d4d8
98957867,576e1c3aacd1b248
97856768,4d6ffa1c57f9b5f
657797A7,e92ede557ce630e0
8688756A,1161e0efc4c9fd2b
56779866,2189118e97ab481
87957766,97c6790ca96aca6f
67978387,7cfffb0e605d118c
77786B65,61713223851ad6f8
87745777,598cbb71badc9838
8A597689,1a2312927d204c86
79858777,ad24f5b362731128
79666789,20c6b1893532a3a9
67556369,84384b485f891742
67675777,a570a7eab3388d49
98678785,288989d1ee0be186
87566689,777e6716461e9e99
7A778969,4b5e840de685627a
8996668B,d2f9471d18bf7117
79665666,46b52681ab827471
76786588,24c7554e4b8148ea
BA677795,f217f4fcb1c3fd58
78679659,a27f30e07dff9745
85875957,bdd9b230581cc272
86587788,7c8df92aeb740a7e
A4667577,b061698e5c8a1bc3
86889768,173e590dc8e7820a
5A877933,6b83cdf7d619fe74
77A88887,9059a6ca904d8396
47757978,2a57bf77a1b344d6
346779A8,3cf347f4258cc1a2
6767788A,a58b412a6a8c6c0a
A758649A,3949fe345b390a73
A8867897,3b46eb7c528c25c
5A787678,2d9ef740cf1cf7cd
88657A87,4ba8c50292188111
65787876,fa51dfd407bf2802
78868967,f5c3b720916ebfe4
97876365,76e571943588b083
88756548,1557b767b16589b5
56858957,8de51541ab6bbf0e
78677769,c8773d75386b46d8
86A77678,be4adc5477d04a5b
87587685,908eeaf0a6b41bd4
9579577A,3d6b9cf4885d4810
86AA7657,dc4ac6f72f064f39
786986C7,dbf828c3abf43674
77355454,943329fd3aee0e7c
47874748,2ed77b74bb39adac
7788677A,c270909f3b90758d
77798657,326da778300255a9
87597554,c50643e8eefba899
96665969,1ffd136a9688a0a2
76786857,83d993ac41b9c088
65683697,d60cfa17daf46882
687B5578,4fc26ad25a19660b
44758778,934002c971221cee
78797754,885606a67ef374f5
74883896,f9e2949f8d6c8117
68766668,702a9d716ee46f19
6A966966,5e5d93df2627993d
77769567,a5ad4f78f62ea66a
68756757,550e9c388896ef7f
97946755,3ed87ff8674de80d
67854679,e55d457841b90cdf
6677A568,66b00b41726d7ca9
68688978,894d6e219827bf3
87778C79,aa43f72f45d92c60
66978679,979af7e64ef920dc
68797748,946336f0694c9440
74765A78,bb7853f9feb23bd6
78758369,d12cfad56cc2c166
69756876,bdacd5a3d1beb4b0
76778968,36c14ab436db5338
99756997,f87a60a39738cb81
45778887,b91474f9b4b650b
86557798,b4de863da2747069
88875967,402612e662d2b7fb
7458B696,c0f261069c5a9cdc
57789876,1e61e44a514e58f
87668784,e0a72111e70b5eaf
57967686,88c6c5e260b9b07e
58A76855,3851cd5703417b17
97866584,ba0daf0784c186ca
57759845,137506c540903170
5868779A,35699d2865b18b4d
98544976,e4704b293e0b0628
98B57997,cf38c7d83a9a0566
98A77797,11ca7e4bc396404d
66784885,1f47cef36d0ba6d7
67877876,72b2873207e197e3
69466875,dac831b7889e0979
9589768A,cd50c8e7f4f556f9
77779769,7160911e5047d467
77878987,70713509690c97ff
84777689,bd552b1ad18d4170
77858A89,82e276966a8fd751
6A796677,918cedc0d5674754
846A7787,3dc5c2db61532b44
66768788,acb9c6b98a8cc51
68777765,2d8187275c25e995
85659685,84666b515644d3af
577A9597,4e4c30415d2afbd6
C8999878,b66bc0e60e3863f2
7666A694,99a6f8c3157cedaf
88787659,f918f722c21b8843
64988A76,e91f95d14cf2805d
85898377,d0fbb071ff1cbf36
87776865,f13a7a8ec3b58ccb
A9666568,3901c915e648338e
78686737,369ba21b20d87687
57577598,7c348b7358c4de8a
75778857,1b2a8d313c4af34e
77666607,ee2ef895b6115b67
65787869,59bdba5fd7168fa6
79884946,92e414dd45c35ac4
69754756,3b721a4770962856
68777598,60dd6740a585fe46
A6966777,fef600397fa90ff7
76667677,8ba38e388f39a335
67875489,351b68a9bd1370ad
78A77773,2260fe8f4864ab7c
687989C8,e2ec55e3e34adfbd
65965786,a6b4412cdc1172af
6776A776,7878c25b512e3265
8985945A,be991998e7c9753c
65686569,6f15bc9effcf74e7
57858779,b997afa41287b8af
46599858,54ea499f1b454a20
A878A768,d6809daaf11d139
7A9765A7,661a441d713800ff
85667788,75555afcd5a95f2e
A7785878,629b6d8c328603f5
68677689,2d006402ff5c6dfd
5A578568,de3bf6ba43ff3044
5778668A,a0f45a9b4533d7fc
787B5674,f12ff6385f0d803
B9676788,308ef3bbbbcaef52
57667778,78cad3faf1b639e0
78578586,c54e7a6114999842
66977867,5e307d0418ad695f
57578578,7d18bac1ed144b34
546767AA,4d38b59ccc148e1b
56477A88,a50bba7b8602a069
AA87686B,1fb938fcf4b4cc32
7677A785,5c89d21c5369a9c9
96A77677,2813d5aafe67e8de
96786686,cc6b9004d483492c
67756A75,4a1dc39806ae888e
766689A6,3f3d768f5e93852d
77775899,df4662d695d175e
65875587,f35391a1a44c4999
87775993,26fa55bf6b21c25f
68799888,3a68c23c8f755c48
87558977,24c461f955d7831a
58567876,5bbcc21678d2b52f
67757445,f4da80bbed09fecf
67656657,3227d042817cac73
